固定資産コード,固定資産補助コード,名称,減価償却資産区分,資産種類コード,資産種類名,勘定科目コード,勘定科目名,口座コード,口座名,部門コード,部門名,資産グループコード,資産グループ名,製造原価割合,販管費割合,営業外費割合,原価区分(一括償却),数量,数量の単位,所在地郵便番号,所在地住所,取得年月日,使用開始日,取得価額,購入先コード,購入先名,使用目的,少額資産の特例,保険種目,保険証券番号,保険金額,保守契約番号,保守契約定期点検,処分区分,処分年月日,売却先コード,売却先名,売却価額,処分見込価額,処分時帳簿価額,貸与先コード,貸与先名,貸与年月日,回収予定日,購入時証憑書番号,購入時課税区分,購入時消費税等,購入時消費税率,購入時元帳摘要,支払予定日,処分時証憑書番号,処分時課税区分,処分時消費税等,処分時消費税率,処分時元帳摘要,管理情報項目１,管理情報項目２,管理情報項目３,管理情報項目４,管理情報項目５,管理情報項目６,管理情報項目７,管理情報項目８,管理情報項目９,管理情報項目１０,管理情報項目１１,管理情報項目１２,管理情報項目１３,管理情報項目１４,管理情報項目１５,管理情報項目１６,管理情報項目１７,管理情報項目１８,管理情報項目１９,管理情報項目２０,備考１,備考２,構造・用途,細目,償却方法コード,償却方法名,耐用年数,耐用年数(月数),償却率,償却期間(分子),償却期間(分母),残存割合(生物用),残存簿価,自社償却方法コード,自社償却方法名,自社取得価額,自社償却基礎金額,自社調整前償却額,自社償却保証額,自社保証率,自社改定取得価額,自社改定償却率,自社耐用年数,自社耐用年数(月数),自社償却率,自社償却期間(分子),自社償却期間(分母),自社残存割合,自社償却可能限度額率,自社残存簿価,自社取得価額(翌期),自社耐用年数(翌期),自社償却率(翌期),自社残存割合(翌期),摘要表示方法,摘要表示内容,期首帳簿価額,前期繰越超過額,前期繰越不足額,償却の基礎金額,調整前償却額,償却保証額,保証率,改定取得価額,改定償却率,増加償却割増率,増加償却額,普通償却限度額,特別償却区分,特別償却限度額,償却限度額合計,減価償却実施額,減損損失額,当期償却額,償却実施額(製造原価),償却実施額(販管費),償却実施額(営業外費),償却累計額,期末帳簿価額,圧縮損計上,積立金計上,期首積立金,積立金取崩,期末積立金,認容償却不足,認容積立金取崩,次期繰越超過額,次期繰越不足額,償却資産申告区分コード,償却資産申告区分,申告先市町村コード,申告先市町村名,償却資産申告用資産種類,償却資産申告用耐用年数
130,0,ﾏｯｽﾙｽｰﾂ13　A15-031AA 2015-6-L-003　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,0,15680,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
131,0,ﾏｯｽﾙｽｰﾂ14　A15-031AA 2015-6-L-004　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,15680,0,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
132,0,ﾏｯｽﾙｽｰﾂ15　A15-031AA 2015-6-L-005　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,15680,0,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
133,0,ﾏｯｽﾙｽｰﾂ16　A15-031AA 2015-6-L-006　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,15680,0,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
134,0,ﾏｯｽﾙｽｰﾂ17　A15-031AA 2015-6-L-007　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84934,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,0,15680,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
136,0,ﾏｯｽﾙｽｰﾂ1　A15-034AA　IN505　　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/6/30,2015/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84935,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67948,,146348,29269,22932,0.06552,,,,,29269,,,29269,15680,0,15680,0,15680,0,287280,62720,,,,,,13589,0,54359,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
141,0,ﾏｯｽﾙｽｰﾂ　A15-038AA　 IN705　　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/8/31,2015/8/31,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,76908,,155308,31061,22932,0.06552,,,,,31061,,,31061,15680,0,15680,0,15680,0,287280,62720,,,,,,15381,0,61527,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
144,0,ﾏｯｽﾙｽｰﾂ1　A15-080T 　IN019　　 　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/10/30,2015/10/30,455000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159228,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,127383,,205783,41156,29811,0.06552,,,,,41156,,,41156,15680,0,15680,0,15680,0,392280,62720,,,,,,25476,0,101907,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
145,0,ﾏｯｽﾙｽｰﾂ2　A15-080T　 IN020 　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/10/30,2015/10/30,455000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159227,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,127382,,205782,41156,29811,0.06552,,,,,41156,,,41156,15680,0,15680,0,15680,0,392280,62720,,,,,,25476,0,101906,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
147,0,ﾏｯｽﾙｽｰﾂ1　A15-086H　 IN301 ｽｸﾜｯﾄﾓﾃﾞﾙ　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/10/30,2015/10/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99868,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,79895,,158295,31659,22932,0.06552,,,,,31659,,,31659,15680,0,15680,15680,0,0,287280,62720,,,,,,15979,0,63916,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
148,0,ﾏｯｽﾙｽｰﾂ2　A15-086H　 IN302 ｽｸﾜｯﾄﾓﾃﾞﾙ　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/10/30,2015/10/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99868,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,79895,,158295,31659,22932,0.06552,,,,,31659,,,31659,15680,0,15680,15680,0,0,287280,62720,,,,,,15979,0,63916,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
149,0,ﾏｯｽﾙｽｰﾂ3　A15-086H　 IN303 ｽｸﾜｯﾄﾓﾃﾞﾙ　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/10/30,2015/10/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99868,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,79895,,158295,31659,22932,0.06552,,,,,31659,,,31659,15680,0,15680,15680,0,0,287280,62720,,,,,,15979,0,63916,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
150,0,ﾏｯｽﾙｽｰﾂ4　A15-086H　 IN304 ｽｸﾜｯﾄﾓﾃﾞﾙ　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/10/30,2015/10/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99867,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,79894,,158294,31658,22932,0.06552,,,,,31658,,,31658,15680,0,15680,0,15680,0,287280,62720,,,,,,15978,0,63916,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
151,0,改造ﾏｯｽﾙｽｰﾂ1　A15-086H IN021 腿上げ　 　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/10/30,2015/10/30,410300,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133957,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,107166,,185566,37113,26882,0.06552,,,,,37113,,,37113,15680,0,15680,15680,0,0,347580,62720,,,,,,21433,0,85733,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
152,0,改造ﾏｯｽﾙｽｰﾂ2　A15-086H IN022 腿上げ　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/10/30,2015/10/30,410300,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133957,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,107166,,185566,37113,26882,0.06552,,,,,37113,,,37113,15680,0,15680,15680,0,0,347580,62720,,,,,,21433,0,85733,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
153,0,改造ﾏｯｽﾙｽｰﾂ3　A15-086H IN023 腿上げ 　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2015/10/30,2015/10/30,410300,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133957,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,107166,,185566,37113,26882,0.06552,,,,,37113,,,37113,15680,0,15680,15680,0,0,347580,62720,,,,,,21433,0,85733,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
154,0,改造ﾏｯｽﾙｽｰﾂ4　A15-086H IN024　腿上げ　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2015/10/30,2015/10/30,410300,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133956,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,107165,,185565,37113,26882,0.06552,,,,,37113,,,37113,15680,0,15680,0,15680,0,347580,62720,,,,,,21433,0,85732,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
155,0,ﾏｯｽﾙｽｰﾂ3 A15-131H　　SA-F003　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/1/26,2016/1/26,300000,,,,不適用,,,,,,除却,2019/9/30,,,,0,71867,,,,,,,,,,,,0,,,商品転用,,,,,,,81200,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,5,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,5,12,,,,,,,,次期以降継続,商品転用,78400,64960,,143360,28672,19656,0.06552,,,,,11946,,,11946,6533,0,6533,0,6533,0,228133,0,,,,,,64960,0,0,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
156,0,ﾏｯｽﾙｽｰﾂ4 A15-131H　　SA-F004　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/1/26,2016/1/26,300000,,,,不適用,,,,,,除却,2019/9/30,,,,0,71867,,,,,,,,,,,,0,,,商品転用,,,,,,,81200,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,5,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,5,12,,,1,,,,,次期以降継続,商品転用,78400,64960,,143360,28672,19656,0.06552,,,,,11946,,,11946,6533,0,6533,6533,0,0,228133,0,,,,,,64960,0,0,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
163,0,ﾏｯｽﾙｽｰﾂ1 A15-145H　　SA-F016　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/2/16,2016/2/16,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67520,,145920,29184,19656,0.06552,,,,,29184,,,29184,15680,0,15680,15680,0,0,237280,62720,,,,,,13504,0,54016,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
170,0,ﾏｯｽﾙｽｰﾂ9 A15-145H　　SA-F024　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/2/16,2016/2/16,300000,,,,不適用,,,,,,除却,2019/9/30,,,,0,71867,,,,,,,,,,,,0,,,商品転用,,,,,,,84400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,5,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,5,12,,,1,,,,,次期以降継続,商品転用,78400,67520,,145920,29184,19656,0.06552,,,,,12160,,,12160,6533,0,6533,6533,0,0,228133,0,,,,,,67520,0,0,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
171,0,ﾏｯｽﾙｽｰﾂ11 A15-145H　SA-F026　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/2/16,2016/2/16,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67520,,145920,29184,19656,0.06552,,,,,29184,,,29184,15680,0,15680,15680,0,0,237280,62720,,,,,,13504,0,54016,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
172,0,ﾏｯｽﾙｽｰﾂ1 A15-161H　　SA-F027　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/2/24,2016/2/24,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67520,,145920,29184,19656,0.06552,,,,,29184,,,29184,15680,0,15680,0,15680,0,237280,62720,,,,,,13504,0,54016,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
173,0,ﾏｯｽﾙｽｰﾂ2 A15-161H　　SA-F028　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/2/24,2016/2/24,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,67520,,145920,29184,19656,0.06552,,,,,29184,,,29184,15680,0,15680,15680,0,0,237280,62720,,,,,,13504,0,54016,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
174,0,ﾏｯｽﾙｽｰﾂ3 A15-161H　　SA-F029　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/2/24,2016/2/24,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67520,,145920,29184,19656,0.06552,,,,,29184,,,29184,15680,0,15680,0,15680,0,237280,62720,,,,,,13504,0,54016,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
176,0,ﾏｯｽﾙｽｰﾂ5 A15-161H　　SA-F031　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/2/24,2016/2/24,300000,,,,不適用,,,,,,除却,2019/9/30,,,,0,71867,,,,,,,,,,,,0,,,商品転用,,,,,,,84400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,5,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,5,12,,,1,,,,,次期以降継続,商品転用,78400,67520,,145920,29184,19656,0.06552,,,,,12160,,,12160,6533,0,6533,6533,0,0,228133,0,,,,,,67520,0,0,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
181,0,ﾏｯｽﾙｽｰﾂ10 A15-161H　SA-F036　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/2/24,2016/2/24,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67520,,145920,29184,19656,0.06552,,,,,29184,,,29184,15680,0,15680,0,15680,0,237280,62720,,,,,,13504,0,54016,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
184,0,ﾏｯｽﾙｽｰﾂ14 A15-161H　SA-F040　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/2/24,2016/2/24,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84400,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,67520,,145920,29184,19656,0.06552,,,,,29184,,,29184,15680,0,15680,0,15680,0,237280,62720,,,,,,13504,0,54016,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
185,0,ﾏｯｽﾙｽｰﾂ1 A15-216H　　SA-F007　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/3/29,2016/3/29,328000,,,,不適用,,,,,,除却,2019/9/30,,,,0,71867,,,,,,,,,,,,0,,,商品転用,,,,,,,104924,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,5,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,5,12,,,,,,,,次期以降継続,商品転用,78400,83940,,162340,32468,21490,0.06552,,,,,13528,,,13528,6533,0,6533,0,6533,0,256133,0,,,,,,83940,0,0,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
187,0,ﾏｯｽﾙｽｰﾂ3 A15-216H　　SA-F009　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/3/29,2016/3/29,328000,,,,不適用,,,,,,除却,2019/7/23,,,,0,74480,,,,,,,,,,,,0,,,岸本産業,,,,,,,104924,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,3,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,3,12,,,1,,,,,当期のみ,,78400,83940,,162340,32468,21490,0.06552,,,,,8117,,,8117,3920,0,3920,3920,0,0,253520,0,,,,,,83940,0,0,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
193,0,ﾏｯｽﾙｽｰﾂ10 A15-216H　SA-F042　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/3/29,2016/3/29,328000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104923,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,83939,,162339,32467,21490,0.06552,,,,,32467,,,32467,15680,0,15680,15680,0,0,265280,62720,,,,,,16787,0,67152,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
195,0,ﾏｯｽﾙｽｰﾂ12 A15-216H　SA-F044　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/3/29,2016/3/29,328000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104923,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,83939,,162339,32467,21490,0.06552,,,,,32467,,,32467,15680,0,15680,0,15680,0,265280,62720,,,,,,16787,0,67152,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
197,0,ﾌﾟﾘﾝﾀｰ　　　　　　　　　　　　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/3/29,2016/3/29,538000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180768,,,,,,,,,,,,,,,,,,10,200%定率法,5,,0.4,12,12,,1,10,200%定率法,0,0,0,0,0,,,5,,0.4,12,12,,,,,,,,当期のみ,,0,112335,,112335,44934,58104,0.108,112335,0.5,,,56167,,,56167,0,0,0,0,0,0,538000,0,,,,,,56167,0,56168,0,1,申告対象,13104,新宿区,工具、器具及び備品,5
201,0,ﾏｯｽﾙｽｰﾂ4 A16-272AA　SA-S010　　　　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,0,100,0,,1,,,,2016/5/31,2016/5/31,300000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94000,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,,,,,,当期のみ,,78400,75200,,153600,30720,19656,0.06552,,,,,30720,,,30720,15680,0,15680,0,15680,0,237280,62720,,,,,,15040,0,60160,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
202,0,ﾏｯｽﾙｽｰﾂ1　A16-283TG　2015-11-F-028　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/6/30,2016/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130668,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,104535,,182935,36587,22932,0.06552,,,,,36587,,,36587,15680,0,15680,15680,0,0,287280,62720,,,,,,20907,0,83628,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
203,0,ﾏｯｽﾙｽｰﾂ2　A16-283TG　2015-11-F-029　　　,減価償却資産,18,器具及び備品,1216,工具、器具及び備品,,,0,共通部門,1,工具器具備品,100,0,0,,1,,,,2016/6/30,2016/6/30,350000,,,,不適用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130668,,,,,,,,,,,,,,,,,,10,200%定率法,10,,0.2,12,12,,1,10,200%定率法,98000,78400,15680,6420,0.06552,,,10,,0.2,12,12,,,1,,,,,当期のみ,,78400,104535,,182935,36587,22932,0.06552,,,,,36587,,,36587,15680,0,15680,15680,0,0,287280,62720,,,,,,20907,0,83628,0,1,申告対象,13104,新宿区,工具、器具及び備品,10
